episode_id,collection_id,show_name,stratum,episode_title,episode_description,gold_has_guests,gold_names,
3e74723cd2cb45bb,1535255041,Unf*cking The Republic,medium,Omnibus (07-11-26).,"Max and 99 are back for another round of Omnibus. They hit headlines on the left’s role in silencing Platner’s accusers, the ICE shooting of a Houston father, a parasite outbreak causing explosive diarrhea, and Meta using your Instagram photos to train AI. Then they tackle listener emails on the difference between socialism and social democracy, and creative vision versus collective collaboration. Enjoy! Note: The Meta AI decision was reversed after the time of recording. Details linked below. Chapters Intro: Headlines: Emails: Beyond the Bullshit: Memberships: Outro: Resources Support our friends at Straight White American Jesus PBS: A Mexican father was shot and killed by an ICE officer. His son is demanding an independent probe Chron: Did Houston ICE agents record fatal shooting? Body camera questions remain Rebecca Watson (Skepchick): The Leftists who Mocked Graham Platner’s Victims Wired: Meta Now Lets Anyone Use Your Instagram Photos in AI Images—Unless You Opt Out BBC: Meta pulls new AI image feature after days of backlash Yusuf/Cat Stevens: Father and Son UNFTR Resources Video: These ‘New",NO,,
30b0c44dd8042f7b,1093260018,Slate News,large,What Next - The Next Housing Crisis,"Henry Grabar fills in as host, surveying how the Democratic presidential candidates would try to fix the housing affordability crisis. What kinds of local policies have given rise to the crisis in the first place? Guest: Jenny Schuetz , a fellow at Brookings. Related: Watch Elizabeth Warren explain her plan to boost homeownership among black and brown families . Podcast production by Sam Lee with help from Danielle Hewitt. Slate Plus members get bonus segments and ad-free podcast feeds. Sign up now. Hosted on Acast. See acast.com/privacy for more information.",YES,Henry Graber; Jenny Schuetz,
ca8e8de6d92c85e6,1671451793,Maiden Mother Matriarch with Louise Perry,medium,Catholic Feminism - Dr Abigail Favale | Maiden Mother Matriarch 21,"This is a free preview of a paid episode. To hear more, visit www.louiseperry.co.uk Dr Abigail Favale is a writer and professor in the McGrath Institute for Church Life at the University of Notre Dame. She has an academic background in feminist literary criticism, and now writes and teaches on topics related to women and gender from a Catholic perspective. Abigail most recently authored The Genesis of Gender: A Christian Theory. On the… Hosted on Acast. See acast.com/privacy for more information.",YES,Abigail Favale,
68162eaf5a3edc23,1679657705,Main Justice,small,It’s Five O'Clock Somewhere,"The flood of memos issued by newly minted Attorney General Pam Bondi in her first days was dizzying, so hosts Andrew Weissmann and Mary McCord zero in on several that have significant implications for national security and criminal law enforcement. Next, they give a rundown of litigation happening across the country, as courtrooms become the first defense in challenging some of President Trump’s questionable orders. And last up, Andrew and Mary talk through a few legal battles brewing over sanctuary cities and detail Mary and ICAP’s latest case aiming to protect places of worship as safe havens from immigration enforcement. And btw, the corruption case against New York City Mayor Eric Adams just went poof-- they dissect that too. Further reading: Here is Just Security’s Litigation Tracker: Legal Challenges to Trump Administration Actions. HERE is the DOJ memo dropping the corruption charges against New York City Mayor Eric Adams without prejudice. And here is the statement from the American Bar Association that Andrew and Mary spoke about: The ABA supports the rule of law. Want to listen to this show without ads? Sign up for MSNBC Premium on Apple Podcasts. Sign up for MS NOW Premium on Apple Podcasts to listen to this show and other MS podcasts without ads. You'll also get exclusive bonus content from this and other shows. Hosted by Simplecast, an AdsWizz company. See pcm.adswizz.com for information about our collection and use of personal data",NO,,
16e8b13a30791b16,1551582052,The Lincoln Project,medium,183: The Finer Points of Narrative Warfare with Paul Cobaugh,"Host Reed Galen is joined by Paul Cobaugh (Vice President of Narrative Strategies) to discuss the value (and danger) of effective narratives and how they can be used to exert influence…whether that’s on the battlefield or in the political landscape. Plus, how the GOP went from political party to extremist movement, how this new identity will influence elections in 2022 and 2024, and what is the threat that Donald Trump poses to our nation’s national security? To hear more from Paul Cobaugh be sure to check out his newsletter, TruthAboutThreats.com . If you’d like to connect with The Lincoln Project, send an email to podcast@lincolnproject.us. Learn more about your ad choices. Visit megaphone.fm/adchoices",YES,Paul Cobaugh,
19df50c040f765b4,1535255041,Unf*cking The Republic,medium,Chicago School Teaser Trailer,"In this teaser episode we do a quick recap on why the fuck we're so mad at Milton Friedman and briefly summarize prior episodes that are useful primers on our upcoming blowout episode on The Chicago School of Economics. -- If you like #UNFTR, please leave us a rating and review on Apple Podcasts: unftrpod.com/rate and follow us on Facebook , Twitter and Instagram at @UNFTRpod. Visit us online at unftr.com . Buy yourself some Unf*cking Coffee at shop.unftr.com . Subscribe to Unf*cking The Republic on Substack at unftr.substack.com to get the essays these episode are framed around sent to your inbox every week. Visit our bookshop.org page at bookshop.org/shop/UNFTRpod to find the full UNFTR book list. Access the UNFTR Musicless feed by adding this direct RSS link into your podcast app. Full instructions here . Unf*cking the Republic is produced and engineered by Manny Faces Media , Original music by Tom McGovern . The show is written, hosted and distributed by Max. Podcast art description: Image of the US Constitution ripped in the middle revealing white text on a blue background that says, ‘Unf*cking the Republic.’",NO,,
80e79cf6a340cb89,1155629323,The Reason Roundtable,small,The Shooter's Manifesto Was Uncomfortably Normal,"Plus: Mamdani’s city-run grocery plan, the Trump administration considers a Spirit Airlines bailout, and Iran peace talks drift without a clear endgame",NO,,
0d1d88c1a0b0eb47,1043245989,The Dig,medium,Striketober,"Guest host Gabriel Winant interviews labor journalists Alex Press and Jonah Furman, as well as IATSE member Victor P. Bouzi. Listen to Primer, Alex’s podcast about Amazon patreon.com/primerpodcast Listen to Victor’s podcast WAIT, Why Am I Talking? podcasts.apple.com/us/podcast/wait-why-am-i-talking/id1515308564 Support The Dig at Patreon.com/TheDig",YES, Alex Press; Jonah Furman; Victor P. Bouzi,
8bd48296f6f978a6,1715894000,Trump's Terms,medium,Manhattan D.A. suggests postponing Trump's sentence until he's out of office,"For this episode of Trump's Trials , All Things Considered host Juana Summers speaks with NPR reporter Ximena Bustillo. Manhattan judge Juan Marchand is struggling with the question of what to do with the criminal conviction against President-elect Donald Trump. With Trump headed back to the White House, his lawyers are asking Marchand to throw out the case. But in a letter to the court on Tuesday, Manhattan D.A. Alvin Bragg seems to be suggesting the court should wait until Trump's second term is over to sentence him. Follow the show on Apple Podcasts or Spotify for new episodes each Saturday. Sign up for sponsor-free episodes and support NPR's political journalism at plus.npr.org/trumpstrials . Email the show at trumpstrials@npr.org . See pcm.adswizz.com for information about our collection and use of personal data for sponsorship and to manage your podcast sponsorship preferences. NPR Privacy Policy",YES,Ximena Bustillo,
2ee5b8f18bb7c305,1364113251,The Beat with Ari Melber,large,Biden warns about threats to democracy in new speech,"MSNBC’s Ari Melber hosts “The Beat” on Thursday, September 28, and reports on President Biden, District Attorney Fani Willis, Amazon’s antitrust lawsuit and Donald Trump. Sara Morrison and Howard Dean join. To listen to this show and other MS podcasts without ads, sign up for MS NOW Premium on Apple Podcasts. Hosted by Simplecast, an AdsWizz company. See for information about our collection and use of personal data for advertising.",YES,Sara Morrison; Howard Dean,
3960f324d25cb163,1050430296,The New Yorker Radio Hour,large,"Aimee Mann Live, with Atul Gawande","Aimee Mann, the celebrated Los Angeles singer and songwriter, recently released an album called “Queens of the Summer Hotel.” The album was inspired in part by Susanna Kaysen’s best-selling memoir “Girl, Interrupted,” about Kaysen’s time in a psychiatric hospital. Mann sat down with Atul Gawande at The New Yorker Festival to talk about the new album, the lessons of living through a pandemic , and how liberated she felt when she broke her ties with major record labels. “When you’re at a record label and you’re trying to ascertain whether something can be a hit or a single, you listen in a different way—and then everything sounds like garbage,” she said. Mann decided that she didn’t “want to keep baring my soul to people who hate everything I’m doing.” Hosted by Simplecast, an AdsWizz company. See pcm.adswizz.com for information about our collection and use of personal data for advertising.",YES,Aimee Mann; Atul Gawande,
13acd90ae347c117,1871628261,The Harry Sisson Show,large,BREAKING: Marjorie Drops MAJOR BOMBSHELL On Trump,Harry Sisson breaks down Marjorie Taylor Greene's newest statement about her future in Donald Trump's Republican Party...,NO,,
3c54180979d748ae,1509826894,RealClearPolitics Podcast,medium,The Weaponization of the Justice Department,"Andrew Walworth, Tom Bevan and Carl Cannon discuss Senator Rand Paul (R-KY) and his quest to indict former National Institute for Allergy and Infectious Diseases director Anthony Fauci for alleged wrongful Senate testimony concerning gain-of-function research for the COVID-19 virus. Then, they talk about former President Barack Obama speaking to Stephen Colbert about the weaponization of the Justice Department, and Louise Lucas, the powerful Chair of the Virginia State Senate Finance Committee, who is the subject of a federal investigation for corruption involving her cannabis business. Next, Fox News Host Dana Perino joins the guys to discuss her new novel ""Purple State"" and whether Americans can find romance and friendship across party lines. And finally, they discuss last night’s mayoral debate in Los Angeles featuring incumbent mayor Karen Bass, Democratic city council member Nithya Raman and former realty star Spencer Pratt. Hosted by Simplecast, an AdsWizz company. See for information about our collection and use of personal data for advertising.",YES,Andrew Walworth; Tom Bevan; Carl Cannon,
a1a6ee2fa7e6d51e,1112258664,Russian Roulette,small,Of The Dawn of a New Era in Arms Control?:  Extending the New Start Treaty - Russian Roulette Episode 109,"In this episode of Russian Roulette, Heather sits down Rebecca Hersman, Director of the Project on Nuclear Issues (or PONI), and Senior Adviser, International Security Program at CSIS, and Dmitry Stefanovich, Research Fellow at the Center for International Security, Primakov Institute of World Economy and International Relations (IMEMO RAS) in Moscow. They discuss the reasons why the Biden and Putin administrations are extending the last remaining U.S.-Russian arms control agreement, the New START treaty; the treaty’s importance; and the prospects for addressing new weapon systems and capabilities in a future agreement. The New START Treaty is also discussed as a pillar of a future, global and multilateral arms control and nuclear nonproliferation negotiating framework. You can find Rebecca’s bio here: and follow her on Twitter: @rebeccahersman Dmitry’s bio: and Twitter handle: @KomissarWhipla Stay safe and healthy.",YES,Rebecca Hersman; Dmitry Stefanovich,
4d2fa4d2f630e557,1548554104,Volts,medium,The cybersecurity implications of a clean-energy grid,"In this episode, I speak with Harry Krejsa of Carnegie Mellon about why cybersecurity experts and clean energy advocates need to work together. Drawing from his White House experience, Krejsa explains how a modernized clean energy grid could actually help defend against China's cyberthreats — for the benefit of both peaceniks and natsec hawks. This is a public episode. If you'd like to discuss this with other subscribers or get access to bonus episodes, visit www.volts.wtf/subscribe",YES,Harry Krejsa,
98fe95e841fcd272,1594728054,The Great America Show,large,"The Great America Sunday Show: April 19, 2026","Congressmen are getting a huge wake up call with some bad news! It seems the sexual harassment from members may finally be coming to an end! With Eric Swalwell and Tony Gonzales resigning this week, it should serve as a warning that you will be exposed if you commit these acts! And a marxist dem in the senate seems to be tied into this whole thing, we'll tell you who it is! Sponsor: My Pillow Www.MyPillow.com/john See Privacy Policy at and California Privacy Notice at .",NO,,
cc195cb7c8a1e62a,1253076699,The Michael Berry Show,large,"AM Show Hr 3 | CNN’s Double Standard, Trump for Nobel, and Galveston’s Market Drop",See omnystudio.com/listener for privacy information.,NO,,
dfd4f39112ed33a9,1599891719,Seattle Nice,small,"Seattle Nice Live! Street prostitution, crime and drugs on Aurora Ave","Street prostitution, crime and drugs on Aurora Ave are among the topics for this special live edition of Seattle Nice. This episode was taped Thursday May 2nd at the Haller Lake Community Club. Book Seattle Nice Live! for your next neighborhood or other event. Please email us at realseattlenice@gmail.com. Quinn Waller is our editor. Send us a text! Note that we can only respond directly to emails realseattlenice@gmail.com Support the show Your support on Patreon helps pay for editing, production, live events and the unique, hard-hitting local journalism and commentary you hear weekly on Seattle Nice.",NO,,
f82a5b8a7ee0c32a,1192761536,Pod Save America,large,Why Democrats Must Oppose Trump's Iran War,"The Trump administration struggles to justify its new war with Iran, while Democrats struggle to effectively explain why Americans should oppose it. Jon, Tommy, and Lovett react to Trump's first live remarks following the killing of six American soldiers and dissect the administration's conflicting comments about the war's rationale, objectives, and timeline. Then, they discuss how Democrats are talking about it, why not even all of MAGA is on board, the Department of War declaring Anthropic a ""supply chain risk,"" and the Ellison family's impending takeover of CNN. Then, Lovett talks to Senator Ruben Gallego about Iran and the Democratic Party's Senate primaries in Maine and Texas. For a closed-captioned version of this episode, click here . For a transcript of this episode, please email transcripts@crooked.com and include the name of the podcast.",YES,Ruben Gallego,
8033caac7b5966fe,1767877239,No Gods No Mayors,small,PREVIEW: Hiram Gill,"After a brief jaunt into the exciting world of Mayor4Mayor Power Gap Relationships, Mayor November takes us to early 20th-century Seattle to talk about one of the world's slipperiest men, Hiram Gill. What is WAPPY? You'll have to listen to find out. Also we get weirdly nostalgic about the never-attempted 1917 American Communist Revolution. Listen to the whole thing on the Patreon !",NO,,
da61acd494c38d81,1509826894,RealClearPolitics Podcast,medium,The Politics And Faith Of Pope Francis,"Andrew Walworth, Tom Bevan, and Carl Cannon discuss the political legacy of Pope Francis, who died today at the age of 88. They also talk about today’s visit to El Salvador by four Democratic members of Congress, and the Supreme Court’s decision this weekend to block the Trump Administrations’ deportation efforts. Next, they discuss new reporting that Defense Secretary Pete Hegseth conducted a second group chat on recent Yemeni airstrikes, this one including his wife and brother. Plus, this weekend’s demonstrations in London in reaction to a court decision that the word “woman"" refers to biology, not gender. Then finally, Maggie Miller of RealClear Investigations talks to journalist Joel Kotkin about his latest two-part article on the state of California’s politics, economics and climate policy. Hosted by Simplecast, an AdsWizz company. See for information about our collection and use of personal data for advertising.",YES,Andrew Walworth; Tom Beva; Carl Cannon; Maggie Miller; Joel Kotkin,
e48dac5216e14798,1471411980,American Thought Leaders,small,The Woke Movement Has Peaked. What’s Next? | Andrew Doyle,"Have we reached the end of “woke”? Comedian and writer Andrew Doyle thinks yes. But he believes new forms of what he calls the “authoritarianism impulse” will follow. He’s the author of “The End of Woke: How the Culture War Went Too Far and What to Expect from the Counter-Revolution.” Doyle is the creator of Titania McGrath, a fictional ultra-woke activist whose X account became hugely popular and currently has over 700K followers. Doyle has also published satirical books under Titania’s name, including “My First Little Book of Intersectional Activism.” In our conversation, we dive into the many ways woke ideology has transformed Western societies and explore growing restrictions on hate speech in Europe. In the United Kingdom, dozens of people are arrested for speech-related offenses every day, Doyle says. Views expressed in this video are opinions of the host and the guest, and do not necessarily reflect the views of The Epoch Times.",YES,Andrew Doyle,
d5aa23ddc9d24699,1155629323,The Reason Roundtable,small,What the Media Didn't Tell You in 2025,"The Reason editors examine the most underreported stories of 2025 across politics, economics, global affairs, and culture.",NO,,
06e714e56af1fbdc,1702202187,Perino on Politics,small,Is The Call Coming From Inside The House?,"Fox News contributor, Outkick columnist, and host of the Getting Hammered podcast, Mary Katharine Ham shares how charismatic democratic socialists are successfully unseating establishment Democrats and why this far-left surge presents a massive national risk for the Democratic Party. With the 250th birthday of America on the horizon, Mary Katharine shares practical advice for parents on using historic sites and local landmarks to foster national pride and historical literacy in their children. Uphill Battle: Mary Katharine discusses how parents are facing a battle against excessive classroom screen time as teachers' unions are attempting to secure funding to combat a tech-overload crisis. Learn more about your ad choices. Visit podcastchoices.com/adchoices",YES,Mary Katharine Ham ,
61201dc2cf5207ca,1258635512,Radio Atlantic,medium,"""He Doesn't Understand War""","Ruben Gallego says President Trump doesn’t understand war, but the situation with Iran could soon escalate to one. Gallego is a progressive congressman from Arizona and a combat veteran who served in Iraq — stationed at one point at one of the bases struck by Iranian missiles this week. He discusses his experience of war, his insights on the developing crisis, and what he worries about most. Learn more about your ad choices. Visit megaphone.fm/adchoices",YES,Ruben Gallego,
846da420fffa8819,1794450472,Bulwark Takes,medium,LIVE: State of the Union Coverage From the Bulwark (W/ Pete Buttigieg),"Join Sam Stein, Tim Miller, Andrew Egger Joe Perticone, and more for real-time reaction and analysis as President Trump delivers his State of the Union address. One more thing: special guest Pete Buttigieg will join the panel after the address.",YES,Sam Stein; Tim Miller; Andrew Egger Joe Perticone; Pete Buttigieg,
2420a9e4e0d5fa92,1485351658,Bannon`s War Room,large,WarRoom Battleground EP 581: Kamala's Continued Efforts To Increase Migration,WarRoom Battleground EP 581: Kamala's Continued Efforts To Increase Migration,NO,,
9fd8786d045a6c69,1623855270,The Foreign Affairs Interview,small,The Crack-Up of American Democracy: A Conversation With Mariano-Florentino Cuéllar,"If one thing can be said to characterize the first months of Donald Trump’s second term, it is his expansive and often norm-breaking use of presidential power, both abroad and at home. There are the lethal strikes on boats alleged to be smuggling drugs; the range of tariffs he’s imposed; the way he’s gone after enemies, withheld funds, and restructured the federal workforce; the list could go on. Trump has disregarded constraint after constraint on the power of the executive, and many of the forces expected to check that power—in the courts, in Congress, in the private sector or media—have shown little ability or willingness to do so. In the early weeks of Trump’s second term, Mariano-Florentino Cuéllar wrote an essay in Foreign Affairs called “How to Survive a Constitutional Crisis.” Cuéllar, a former justice on the California Supreme Court who now serves as president of the Carnegie Endowment for International Peace, looked at Trump’s early moves and tried to lay out a framework for understanding which of them represented just radical shifts in policy, and which of them posed a threat to the very foundations of the American system. Cuéllar believes that the country’s courts, its system of federalism, and its independent media can still provide meaningful checks on presidential power. But time is of the essence, he warns, before these pillars of American democracy could start to crack. You can find sources, transcripts, and more episodes of The Foreign Affairs Interview at .",YES,Mariano-Florentino Cu�llar,
e1aa0fa083aa75d3,268213039,The Political Scene | The New Yorker,small,"The History Wars and America at 250, with the Historian Jill Lepore","The two-hundred-and-fiftieth anniversary of the Declaration of Independence arrives during intense disputes about American history, as the Trump Administration demands a more glorifying view of the nation’s past at federally run historical sites and in federally funded projects. The staff writer Jill Lepore (who won the Pulitzer Prize in History this month for her book “We the People: A History of the U.S. Constitution”) guest-hosts a special episode of The New Yorker Radio Hour about this fraught moment, reflecting on the responsibility of academic historians to shape the public debate. She compares our moment with the bicentennial—which fell in the wake of the Vietnam War and the scandals of Richard Nixon’s Presidency—in a conversation with the Yale historian Beverly Gage. Lepore looks at the nature of the country’s war over history with Jelani Cobb, the dean of Columbia Journalism School and a staff writer at The New Yorker. They discuss the Donald Trump-approved “Freedom 250” projection on the Washington Monument, and talk about how Americans can meaningfully participate in the semiquincentennial. If “we’re sitting around waiting for the occupant of the White House to tell us what American history means,” Lepore says, “you just kind of want to walk into traffic.” Further reading: America at 250, a special issue of The New Yorker “Was the Declaration of Independence Better Before the Edits?,” by Jill Lepore “Scandal, Protest, Goofiness, and Grandeur at the U.S. Bicentennial,” by Jill Lepore “Two Hundred and Fifty Years of Complicated Commemorations,” by Jelani Cobb “This Land Is Your Land: A Road Trip Through U.S. History,” by Beverly Gage See the Washington Roundtable live at 92NY on June 4th. The Political Scene draws on the reporting and analysis found in The New Yorker for lively conversations about the big questions in American politics. Join the magazine’s writers and editors as they put into context the latest news—about elections, the economy,",YES,Jill Lepore,
7ec1f0cabce06049,1877144831,Paul Krugman Podcast,small,Losing the World's Respect,"Transcript All around the world, big, strong men with tears in their eyes are coming up to Donald Trump and saying, “Sir, you’re a loser.” Hi, I’m Paul Krugman. A brief update on something that has palpably changed in the world in the last few days. As regular watchers of Donald Trump and regular readers of mine know, Trump has a thing about insisting that people treat him with immense respect — the big strong men with tears in their eyes thing, “Sir” stories. And in particular about believing that the world despised America under Joe Biden and respects it now under his leadership, which was never true either in the first part or the second. But it is true that until quite recently, many people in the world at least felt obliged to pretend to respect Trump, felt obliged to flatter him, to stifle the negative feelings that they were having about the course of the United States under current management. And maybe Trump actually took these kind of coerced professions of respect as reality. But in the last few days, suddenly the masks are off. Volodymyr Zelensky just yesterday tweeted out a part of an interview that he gave in which he said, among other things, “In my view, Russia played the Americans again.” So it was just saying, basically, that Trump is working with the Russians, which obviously he’s known and has surely thought for a long, long time. But to say it that openly is something new. Zelensky — not a big strong man — but Zelensky is a tough guy. Keir Starmer, Prime Minister of Britain is, alas, not. But also Starmer just in a statement said that we’re tired of a world in which, I’ll quote, “bills go up or down on energy because of the actions of Putin or Trump.” Equivalence, Trump and Putin in the same sentence, in the same breath, that’s pretty stiff stuff. And Starmer has been notable in trying to preserve the special relationship, avoid offending Trump, trying to make him get a few p",NO,,
3e40b45e1120f62d,1535255041,Unf*cking The Republic,medium,"Peak Oil: It's a Crude, Crude World.","Oil is everywhere. It’s all around us. It’s in everything and it makes the world go around. The Energy Information Administration (EIA) projects that renewable energy will comprise 27% of the world’s energy production by 2050, all things being equal. Pretty great, right? Not really. Based upon population and economic growth trends, the EIA also predicts that the use of liquid fuels will continue to increase over the same period. So as much as we think we might be getting ahead, we’re really not. But there’s another side of oil that most people rarely think about and that’s its value as a currency. Yes, a currency. We tie in good ol’ Milton Friedman again to discuss how trading this ubiquitous fuel went from commodity to casino, making it more difficult to break this habit than one might imagine. Chapters Intro: Prologue: Chapter 1: Chapter 2: Oil Rundown: Skit: Chapter 3: Chapter 4: Chapter 5: Show Notes: Book Love: Pod Love: Emails + Shout Outs: Outro: Resources World Population Review: Richest African Countries 2022 Trading Economics: Corruption Rank by Country | Africa Worldometer: Equatorial Guinea Oil Democracy Now!: African Dictatorships and Double Standards U.S. Energy Information Administration:",YES,Milton Friedman,
151f8cd22ac9c732,1721813926,Bad Hasbara - The World's Most Moral Podcast,small,"178: Canary Missin', with Dr. Butch Ware","Matt and Daniel are joined by California Green Party Gubernatorial Candidate Dr. Butch Ware to speed through Norm Finkelstein’s promise to bring a campfire’s worth of smoke to Dersh and Epstein, each of their individual honors in the field of supposed anti-semitism, and expressions of at least two of the pillars of hip hop. Please donate to Gaza Great Minds: Butch Ware: Revolutionary Rally, Butch Ware for Cali: New Bad Hasbara Merch: Subscribe to the Patreon What’s The Spin playlist: Skad Skasbarska playlist: Subscribe/listen to Bad Hasbara wherever you get your podcasts. Spotify Apple Podcasts Support this podcast at — Privacy & Opt-Out:",YES,Butch Ware,
f682e1c327e82a1a,1767877239,No Gods No Mayors,small,PREVIEW: Kwame Kilpatrick with Joe Kassabian,"Greetings, local residents! We’re joined this week by Lions Lead by Donkeys' and Detroiter Joe Kassabian, to talk about actual mayor and area man Kwame Kilpatrick. Head on over to the Patreon to hear the full ep. And if you're in Chicago or Minneapolis, come see Mattie on tour!",YES,Joe Kassabian,
4396323974c844b9,929121341,Louder with Crowder,large,Line of Sight: Leftist Media Tries to Bury Donald Trump Assassination Attempt | GUEST: Scott Presler,"Details emerge surrounding the latest assassination attempt on President Donald Trump following a Secret Service press conference yesterday, Hillary Clinton joined the mainstream media in downplaying the event, leftists are politicizing the passing of Georgia mother Amber Nicole Thurman due to abortion complications, they say the ""Trump abortion ban"" enabled her death, we've got the truth, National Review Editor in Chief Rich Lowry apparently said the N word with a hard R in what appears to have been a Freudian slip, which brings to mind a Congresswoman Stacey Plaskett classic, Barstool Sports Founder Dave Portnoy is pleading for Floridians to legalize marijuana, the King of Voter Registration Scott Presler joins the show, and much more! GUEST: Scott Presler | Josh Firestine $50 OFF 4-WEEK KIT / www.PrepWithCrowder.com SOURCES: Join MugClub to watch this show every day! NEW MERCH! Subscribe to my podcast: FOLLOW ME: Website: Twitter: Instagram:",YES,Scott Presler,
81ec2f1a4e3c9d72,1636762428,Dad Saves America,small,Christina Hoff Sommers: Schools Are Hostile to Boys' Instincts,"I sat down with Christina Hoff Sommers, feminist philosopher and author of “The War Against Boys ,” to discuss the growing struggles of boys in a culture increasingly dictated by a toxic strain of Marxist feminism. Christina explains how, now that institutional barriers to female opportunity have all but disappeared, the feminist movement has become dominated by a faction that sees the world as a zero-sum game and therefore is fundamentally opposed to the flourishing of boys and men. Schools, in particular, systematically neglect boys and pathologize their natural instincts, while elevating the psychological and behavioral tendencies of girls as inherently morally superior. Christina breaks down how this imbalance is shaping a generation of young men who are falling behind not only relative to their female peers but also in absolute historic terms. _____________________________________ Follow Christina on X (formerly Twitter): _____________________________________ Outline: [ ] What is femininity? [ ] Boys and girls play differently [ ] School is designed for girls [ ] Classroom bias pushes boys away [ ] Protect your sons from ideologues [ ] Men and women have different disadvantages [ ] Social media, stoicism, and trauma [ ] Equality feminism vs gender feminism [ ] “Liberating” women from womanhood [ ] Can young men and women reunite? [ ] Marxist and Islamist influences in activism [ ] Reasons to hope for America _____________________________________ Watch the video version on YouTube: Make a tax-deductible donation to Dad Saves America:",YES,Christina Hoff Sommers,
5997f06b93c8e0e2,1843478428,Owen Report,small,Trump's Attempt To Close The Strait Of Hormuz Baffles And Angers International Community,,NO,,
f182669758f03c60,1568505052,MOATS with George Galloway,medium,The Curse of Zelensky |  German Elections 2025,"Tomorrow does not belong to Scholz. MOATS led the redemption of Gonzalo Lira. In Lebanon they haven't gone away you know! Starmer doubles down on feud with Putin and Trump. It's Green again for Germany's traffic light coalition. Backing Zelensky and the war. Germany will continue to drift as it has for two decades, says George Szamuely. He joins Moats to dissect the polls and the political landscape in Europe as Musk, Trump and Vance embarrass the European political elite. Garland Nixon brings his take on JD Vance in Munich, Bernie Sanders calling for war with Russia and President Donald Trumps foreign policy . George Szamuely: Senior Research Fellow at the Global Policy Institute and Author of Bomb’s for Peace: NATO’s Humanitarian War on Yugoslavia - Twitter: - Facebook: - YouTube: - Rumble: @The Gaggle with Peter and George - The Gaggle: Garland Nixon: Radio Talk Show Host and Political Analyst - Twitter: - Facebook: -Instagram: -YouTube: -Rumble: @garlandnixon -Rofkin: -TikTok:",YES,George Szamuely; Garland Nixon,
931d7557969b42a6,1592116227,The Breitbart News Daily Podcast,large,"RINO Caucus Strikes Again with Gun Control; Guest Ken Klukowski on SCOTUS, Dobbs, and 2A","We begin today by breaking down the latest effort by the Republican Party to sell out their own voter base by compromising with the Democrats on gun controls, particularly a proposed massive expansion of subjectively applied ""Red Flag Laws."" They want a federal fund that will inevitably be used to harass law abiding citizens. This is really bad news and we break it all down. Next up for the RINO caucus? Amnesty! Not a joke! There is good news though: Kellogg's has announced they are going to have to break up. I recall Breitbart's efforts to boycott the woke food brand six years ago; since then their stocks have been flat, if not down, and they are finally throwing in the towel. We touch on election night results, January 6th hearing nonsense, China capitalizing on Biden's weakness (i.e. falling off a bike), more pain for woke Disney, and Merrick Garland and Derek Zoolander going to Ukraine. Plus, much more in the opening of the show. Our guest today is fan-favorite and Breitbart News legal contributor Ken Klukowski. Ken recaps a big victory for religious liberty delivered this week by the Supreme Court, he lays out the stakes of the forthcoming ""Dobbs"" abortion decision, and then he analyzes if the current proposed gun controls will stand up to scrutiny, constitutionally speaking. You won't want to miss his answer. And then we have our call of the day. Hosted by Simplecast, an AdsWizz company. See pcm.adswizz.com for information about our collection and use of personal data for advertising.",YES, Ken Klukowski,
16ef5ed0f1645e93,1614844654,Week In Review,small,"Bowen Turner, Colucci Retrial, Palestine Protesters & more - LIVE Month in Review April 2024",,NO,,
d0024feca2ecb615,1730358737,Letters from an American,large,12-Apr-24,Get full access to Letters from an American at heathercoxrichardson.substack.com/subscribe,NO,,
0709c0b056c6accf,1432118523,The Damage Report with John Iadarola,large,Iran: Infinity War,The Trump team can’t get their stories straight on the war in Iran. Trump is pushing back against MAGA criticism as new polling shows Americans are not supportive of this war. Lauren Boebert embarrasses herself while the Clintons testify about Epstein. We look at the final polling ahead of tonight's Texas primary election. Ted Cruz wants more tax cuts for the rich. Host: John Iadarola (@johniadarola) ***** SUBSCRIBE on YOUTUBE TIKTOK ☞ INSTAGRAM ☞ TWITTER ☞ FACEBOOK ☞ 👕 MERCH ☞ Learn more about your ad choices. Visit podcastchoices.com/adchoices,NO,,
