chunk_id,politics,ideology,ternary
5292ebcfb1dea8d8_19,Yes,strongly_conservative,1
0d40491cd75c0584_9,Yes,strongly_conservative,1
0d40491cd75c0584_14,Yes,moderate,0
9ed0b763571baa8e_36,No,,
0d40491cd75c0584_24,Yes,slightly_liberal,-1
79ea1df168d3589c_23,No,,
0d40491cd75c0584_3,Yes,moderate,0
0d40491cd75c0584_43,Yes,strongly_conservative,1
4e738ece9ec3ab2f_34,Yes,strongly_conservative,1
7c5dc2dc1e28a827_29,Yes,strongly_conservative,1
4e738ece9ec3ab2f_5,Yes,moderate,0
722591b4a99cf787_29,Yes,slightly_conservative,1
4e738ece9ec3ab2f_7,Yes,moderately_conservative,1
4e738ece9ec3ab2f_8,Yes,strongly_liberal,-1
9ab6d46738760adb_16,Yes,slightly_conservative,1
b36d5a7373fd7c94_108,No,,
f194b91df54e8c4c_17,Yes,slightly_liberal,-1
f2c318572a6bcb5d_67,Yes,slightly_liberal,-1
235aba15c724cad6_38,Yes,slightly_liberal,-1
8bb3eaf53a8c6e97_10,Yes,moderate,0
b36d5a7373fd7c94_96,Yes,moderately_liberal,-1
4c46004197de6ce8_22,Yes,moderate,0
e3b7b8d32f630998_35,No,,
b4bdd6b462cf5ec1_31,No,,
1e8afeb187030f6e_98,Yes,slightly_liberal,-1
235aba15c724cad6_58,Yes,moderate,0
701d8b44287a87b3_83,No,,
b36d5a7373fd7c94_33,No,,
f2c318572a6bcb5d_23,Yes,strongly_liberal,-1
701d8b44287a87b3_67,No,,
b36d5a7373fd7c94_25,Yes,moderate,0
e3b7b8d32f630998_26,Yes,moderate,0
95e5d8ac55af5d4b_31,Yes,strongly_liberal,-1
235aba15c724cad6_26,Yes,slightly_liberal,-1
1e8afeb187030f6e_48,No,,
1e8afeb187030f6e_2,No,,
1e8afeb187030f6e_44,No,,
fba7fda6bc74b9e1_18,Yes,moderate,0
b36d5a7373fd7c94_104,Yes,moderate,0
b4bdd6b462cf5ec1_67,No,,
b36d5a7373fd7c94_78,Yes,moderate,0
fba7fda6bc74b9e1_76,Yes,moderate,0
95e5d8ac55af5d4b_82,Yes,slightly_liberal,-1
95e5d8ac55af5d4b_58,Yes,strongly_conservative,1
701d8b44287a87b3_80,No,,
e3b7b8d32f630998_3,Yes,slightly_liberal,-1
b4bdd6b462cf5ec1_10,Yes,slightly_liberal,-1
701d8b44287a87b3_10,No,,
8bb3eaf53a8c6e97_19,Yes,moderate,0
e3b7b8d32f630998_56,Yes,slightly_liberal,-1
ade717cc43f624b4_47,Yes,strongly_liberal,-1
b36d5a7373fd7c94_12,Yes,moderate,0
4c46004197de6ce8_33,Yes,moderate,0
8bb3eaf53a8c6e97_54,No,,
e3b7b8d32f630998_17,Yes,slightly_conservative,1
b36d5a7373fd7c94_65,Yes,moderate,0
95e5d8ac55af5d4b_91,Yes,moderately_liberal,-1
f2c318572a6bcb5d_70,No,,
b36d5a7373fd7c94_107,No,,
701d8b44287a87b3_79,No,,
235aba15c724cad6_36,Yes,moderate,0
235aba15c724cad6_53,No,,
95e5d8ac55af5d4b_45,No,,
1e8afeb187030f6e_79,No,,
e3b7b8d32f630998_39,Yes,moderate,0
701d8b44287a87b3_23,No,,
b36d5a7373fd7c94_44,Yes,moderate,0
b4bdd6b462cf5ec1_5,Yes,strongly_liberal,-1
b36d5a7373fd7c94_94,No,,
b36d5a7373fd7c94_52,Yes,moderate,0
95e5d8ac55af5d4b_16,Yes,moderate,0
235aba15c724cad6_21,Yes,moderate,0
b4bdd6b462cf5ec1_61,No,,
f2c318572a6bcb5d_57,Yes,slightly_liberal,-1
f2c318572a6bcb5d_10,Yes,strongly_liberal,-1
f2c318572a6bcb5d_53,Yes,strongly_liberal,-1
b36d5a7373fd7c94_59,Yes,moderate,0
8bb3eaf53a8c6e97_47,Yes,moderate,0
b36d5a7373fd7c94_81,Yes,moderate,0
e3b7b8d32f630998_42,Yes,moderate,0
b4bdd6b462cf5ec1_37,Yes,slightly_liberal,-1
95e5d8ac55af5d4b_23,Yes,slightly_liberal,-1
f2c318572a6bcb5d_4,No,,
95e5d8ac55af5d4b_84,Yes,slightly_liberal,-1
1e8afeb187030f6e_21,Yes,moderately_liberal,-1
701d8b44287a87b3_42,Yes,moderate,0
701d8b44287a87b3_18,No,,
fba7fda6bc74b9e1_10,Yes,strongly_liberal,-1
b4bdd6b462cf5ec1_13,Yes,strongly_liberal,-1
235aba15c724cad6_76,Yes,slightly_liberal,-1
235aba15c724cad6_10,Yes,slightly_liberal,-1
235aba15c724cad6_75,Yes,slightly_liberal,-1
ade717cc43f624b4_34,Yes,moderate,0
1e8afeb187030f6e_37,No,,
235aba15c724cad6_31,Yes,slightly_liberal,-1
b4bdd6b462cf5ec1_73,No,,
b36d5a7373fd7c94_47,Yes,strongly_conservative,1
95e5d8ac55af5d4b_7,Yes,moderate,0
4c46004197de6ce8_10,No,,
1e8afeb187030f6e_62,Yes,moderate,0
e3b7b8d32f630998_18,No,,
8bb3eaf53a8c6e97_36,Yes,moderate,0
b4bdd6b462cf5ec1_42,Yes,moderate,0
e3b7b8d32f630998_55,Yes,moderate,0
ade717cc43f624b4_21,No,,
1e8afeb187030f6e_17,No,,
95e5d8ac55af5d4b_75,Yes,slightly_conservative,1
b4bdd6b462cf5ec1_51,Yes,strongly_liberal,-1
701d8b44287a87b3_51,Yes,moderate,0
b4bdd6b462cf5ec1_20,Yes,strongly_liberal,-1
ade717cc43f624b4_60,Yes,moderate,0
701d8b44287a87b3_37,No,,
b4bdd6b462cf5ec1_39,Yes,strongly_liberal,-1
8bb3eaf53a8c6e97_52,No,,
95e5d8ac55af5d4b_18,Yes,moderate,0
b4bdd6b462cf5ec1_46,Yes,strongly_liberal,-1
034be92cfbaf3a2d_11,Yes,moderate,0
9ab158a9df8982cf_57,Yes,strongly_liberal,-1
0a5513f42b7d6ed0_60,Yes,moderate,0
1b8305b62ef3ca33_2,Yes,strongly_liberal,-1
9df67ca21332f491_36,Yes,moderate,0
9ab158a9df8982cf_48,Yes,strongly_liberal,-1
b068f8613d263766_8,Yes,strongly_liberal,-1
034be92cfbaf3a2d_46,Yes,moderate,0
9ab158a9df8982cf_25,No,,
74c6bcbdafbff8cb_63,Yes,slightly_liberal,-1
0a5513f42b7d6ed0_47,Yes,moderate,0
74c6bcbdafbff8cb_18,Yes,moderate,0
034be92cfbaf3a2d_0,Yes,moderate,0
9ab158a9df8982cf_24,Yes,slightly_liberal,-1
1b8305b62ef3ca33_33,Yes,moderate,0
cc029ccae31d9174_41,Yes,strongly_liberal,-1
1b8305b62ef3ca33_53,Yes,moderate,0
b068f8613d263766_65,Yes,moderately_liberal,-1
12ede03287985dd4_63,Yes,strongly_liberal,-1
0a5513f42b7d6ed0_26,Yes,moderately_conservative,1
1b8305b62ef3ca33_18,Yes,moderate,0
97f81bde23a56b25_3,Yes,moderate,0
1b8305b62ef3ca33_16,Yes,strongly_liberal,-1
034be92cfbaf3a2d_1,Yes,moderate,0
f70bf3e5900957fb_4,Yes,moderate,0
b068f8613d263766_40,Yes,slightly_liberal,-1
034be92cfbaf3a2d_36,Yes,strongly_liberal,-1
cc029ccae31d9174_49,Yes,moderately_liberal,-1
9df67ca21332f491_47,Yes,moderate,0
74c6bcbdafbff8cb_33,Yes,moderately_liberal,-1
317957d59656f927_33,Yes,moderate,0
034be92cfbaf3a2d_4,Yes,strongly_conservative,1
74c6bcbdafbff8cb_24,Yes,strongly_liberal,-1
317957d59656f927_11,Yes,slightly_liberal,-1
1b8305b62ef3ca33_44,Yes,moderate,0
1b8305b62ef3ca33_50,Yes,moderately_conservative,1
0a5513f42b7d6ed0_4,Yes,moderate,0
f70bf3e5900957fb_52,Yes,slightly_liberal,-1
034be92cfbaf3a2d_33,Yes,strongly_liberal,-1
9df67ca21332f491_51,Yes,slightly_liberal,-1
9df67ca21332f491_55,Yes,strongly_liberal,-1
12ede03287985dd4_29,Yes,strongly_liberal,-1
0a5513f42b7d6ed0_62,Yes,moderately_liberal,-1
97f81bde23a56b25_41,Yes,moderate,0
74c6bcbdafbff8cb_43,Yes,slightly_liberal,-1
1b8305b62ef3ca33_54,Yes,moderate,0
f70bf3e5900957fb_5,Yes,moderate,0
cc029ccae31d9174_53,Yes,strongly_liberal,-1
cc029ccae31d9174_57,Yes,strongly_liberal,-1
9ab158a9df8982cf_45,Yes,moderately_liberal,-1
74c6bcbdafbff8cb_22,Yes,moderately_liberal,-1
97f81bde23a56b25_22,Yes,slightly_liberal,-1
74c6bcbdafbff8cb_4,Yes,strongly_liberal,-1
97f81bde23a56b25_57,Yes,slightly_liberal,-1
f70bf3e5900957fb_31,Yes,moderate,0
034be92cfbaf3a2d_65,Yes,moderate,0
1b8305b62ef3ca33_11,Yes,moderately_liberal,-1
12ede03287985dd4_16,Yes,strongly_liberal,-1
9ab158a9df8982cf_52,Yes,moderate,0
cc029ccae31d9174_39,Yes,moderate,0
034be92cfbaf3a2d_27,Yes,moderate,0
034be92cfbaf3a2d_35,Yes,strongly_liberal,-1
97f81bde23a56b25_47,Yes,slightly_liberal,-1
034be92cfbaf3a2d_29,Yes,moderate,0
034be92cfbaf3a2d_53,Yes,strongly_liberal,-1
b068f8613d263766_61,Yes,moderately_liberal,-1
034be92cfbaf3a2d_66,Yes,slightly_liberal,-1
12ede03287985dd4_33,Yes,strongly_liberal,-1
0a5513f42b7d6ed0_56,Yes,moderate,0
12ede03287985dd4_35,Yes,strongly_liberal,-1
f70bf3e5900957fb_17,Yes,moderate,0
74c6bcbdafbff8cb_27,Yes,moderate,0
cc029ccae31d9174_19,Yes,moderate,0
97f81bde23a56b25_0,Yes,slightly_liberal,-1
1b8305b62ef3ca33_38,Yes,moderate,0
12ede03287985dd4_54,Yes,moderate,0
f70bf3e5900957fb_37,Yes,moderate,0
f70bf3e5900957fb_54,No,,
9df67ca21332f491_56,Yes,moderately_liberal,-1
034be92cfbaf3a2d_56,Yes,moderate,0
9df67ca21332f491_15,Yes,strongly_liberal,-1
317957d59656f927_29,Yes,moderately_liberal,-1
9df67ca21332f491_14,Yes,strongly_liberal,-1
b068f8613d263766_46,Yes,moderate,0
9df67ca21332f491_39,Yes,slightly_liberal,-1
0a5513f42b7d6ed0_53,Yes,slightly_liberal,-1
12ede03287985dd4_62,Yes,strongly_liberal,-1
f70bf3e5900957fb_32,Yes,moderate,0
317957d59656f927_26,Yes,strongly_liberal,-1
cc029ccae31d9174_68,No,,
f70bf3e5900957fb_56,No,,
cc029ccae31d9174_45,Yes,slightly_liberal,-1
b068f8613d263766_14,Yes,strongly_liberal,-1
9ab158a9df8982cf_6,Yes,strongly_liberal,-1
cc029ccae31d9174_60,Yes,slightly_liberal,-1
9ab158a9df8982cf_7,Yes,slightly_liberal,-1
14de879d3c50aed8_59,No,,
12ede03287985dd4_2,Yes,strongly_liberal,-1
cc029ccae31d9174_42,Yes,strongly_liberal,-1
74c6bcbdafbff8cb_60,Yes,slightly_liberal,-1
034be92cfbaf3a2d_7,Yes,strongly_liberal,-1
19e41f279249acb5_50,Yes,moderate,0
19e41f279249acb5_40,Yes,moderate,0
cabd6d16c152a091_70,Yes,strongly_liberal,-1
2fa7c44298643dcf_8,Yes,slightly_liberal,-1
9cb51a5bf25a81d0_6,Yes,slightly_liberal,-1
9fe0fe53309c7944_60,Yes,strongly_liberal,-1
2fa7c44298643dcf_34,No,,
cabd6d16c152a091_76,Yes,moderate,0
f825361002f0c755_65,Yes,strongly_liberal,-1
2fa7c44298643dcf_13,Yes,slightly_conservative,1
f825361002f0c755_41,Yes,moderate,0
234d198d16e9ac66_30,Yes,slightly_liberal,-1
14de879d3c50aed8_48,Yes,moderately_liberal,-1
cabd6d16c152a091_45,Yes,moderate,0
cabd6d16c152a091_38,Yes,moderate,0
f825361002f0c755_20,Yes,moderate,0
2fa7c44298643dcf_6,Yes,moderate,0
2fa7c44298643dcf_65,Yes,moderate,0
19e41f279249acb5_56,Yes,strongly_liberal,-1
beac4cb5f3a84ae4_10,Yes,moderate,0
d157b42a29fc6b6e_51,Yes,moderately_liberal,-1
d157b42a29fc6b6e_47,Yes,moderate,0
048d51f3afe9c98c_74,Yes,moderately_liberal,-1
f825361002f0c755_58,Yes,slightly_liberal,-1
9fe0fe53309c7944_47,Yes,slightly_liberal,-1
f825361002f0c755_69,Yes,moderate,0
beac4cb5f3a84ae4_46,Yes,moderate,0
4fcc1499a80aeac1_36,Yes,moderate,0
f825361002f0c755_6,Yes,moderate,0
14de879d3c50aed8_77,Yes,moderate,0
14de879d3c50aed8_1,Yes,moderate,0
4fcc1499a80aeac1_38,Yes,moderately_liberal,-1
cabd6d16c152a091_64,Yes,moderate,0
234d198d16e9ac66_25,Yes,strongly_liberal,-1
234d198d16e9ac66_57,Yes,moderate,0
4fcc1499a80aeac1_11,Yes,strongly_liberal,-1
beac4cb5f3a84ae4_30,Yes,slightly_liberal,-1
cabd6d16c152a091_36,Yes,moderately_liberal,-1
234d198d16e9ac66_51,Yes,moderately_liberal,-1
2fa7c44298643dcf_58,Yes,slightly_conservative,1
2fa7c44298643dcf_40,Yes,moderate,0
2fa7c44298643dcf_84,Yes,slightly_liberal,-1
19e41f279249acb5_51,Yes,moderately_liberal,-1
19e41f279249acb5_29,Yes,moderately_liberal,-1
234d198d16e9ac66_64,Yes,moderate,0
4fcc1499a80aeac1_62,Yes,moderate,0
048d51f3afe9c98c_25,Yes,moderate,0
f825361002f0c755_59,Yes,moderate,0
cabd6d16c152a091_54,Yes,moderate,0
4fcc1499a80aeac1_26,Yes,slightly_conservative,1
14de879d3c50aed8_56,Yes,moderately_conservative,1
d157b42a29fc6b6e_60,Yes,moderately_liberal,-1
9fe0fe53309c7944_29,Yes,slightly_liberal,-1
cabd6d16c152a091_43,Yes,moderate,0
cabd6d16c152a091_86,Yes,slightly_liberal,-1
19e41f279249acb5_18,Yes,moderate,0
234d198d16e9ac66_24,Yes,moderately_liberal,-1
2fa7c44298643dcf_79,Yes,moderate,0
cabd6d16c152a091_29,Yes,slightly_liberal,-1
beac4cb5f3a84ae4_27,Yes,slightly_liberal,-1
048d51f3afe9c98c_30,Yes,moderate,0
234d198d16e9ac66_15,Yes,moderate,0
14de879d3c50aed8_5,Yes,moderate,0
d157b42a29fc6b6e_33,Yes,moderate,0
19e41f279249acb5_53,Yes,moderate,0
4fcc1499a80aeac1_4,Yes,strongly_liberal,-1
beac4cb5f3a84ae4_77,Yes,moderate,0
048d51f3afe9c98c_14,Yes,slightly_liberal,-1
9fe0fe53309c7944_34,Yes,moderate,0
d157b42a29fc6b6e_39,Yes,moderate,0
4fcc1499a80aeac1_24,Yes,slightly_liberal,-1
14de879d3c50aed8_31,Yes,moderate,0
19e41f279249acb5_33,Yes,strongly_liberal,-1
048d51f3afe9c98c_27,Yes,moderately_liberal,-1
4fcc1499a80aeac1_60,Yes,slightly_liberal,-1
d157b42a29fc6b6e_8,No,,
d157b42a29fc6b6e_1,Yes,moderate,0
234d198d16e9ac66_28,Yes,strongly_liberal,-1
048d51f3afe9c98c_11,Yes,moderate,0
2fa7c44298643dcf_68,Yes,moderate,0
f825361002f0c755_63,Yes,moderately_liberal,-1
048d51f3afe9c98c_49,Yes,moderate,0
d157b42a29fc6b6e_50,No,,
cabd6d16c152a091_1,Yes,moderate,0
234d198d16e9ac66_7,No,,
234d198d16e9ac66_8,Yes,moderate,0
beac4cb5f3a84ae4_72,Yes,moderate,0
234d198d16e9ac66_53,Yes,moderate,0
beac4cb5f3a84ae4_3,Yes,strongly_liberal,-1
19e41f279249acb5_55,Yes,moderately_liberal,-1
beac4cb5f3a84ae4_7,Yes,slightly_liberal,-1
14de879d3c50aed8_71,Yes,moderate,0
048d51f3afe9c98c_57,Yes,moderate,0
cabd6d16c152a091_72,Yes,moderate,0
19e41f279249acb5_49,Yes,slightly_liberal,-1
19e41f279249acb5_44,Yes,slightly_liberal,-1
9fe0fe53309c7944_33,Yes,moderate,0
19e41f279249acb5_1,Yes,slightly_liberal,-1
cabd6d16c152a091_31,Yes,strongly_liberal,-1
8de8cdfa8632b717_101,Yes,moderate,0
d56f55761e3d8308_93,Yes,strongly_conservative,1
89be55b9b76eeb31_45,Yes,moderately_conservative,1
e9500a7bd1234a88_87,Yes,strongly_conservative,1
0ae4d6931fc7e81b_40,Yes,moderate,0
b76d672139a33d8e_137,Yes,strongly_conservative,1
8de8cdfa8632b717_32,Yes,strongly_conservative,1
89be55b9b76eeb31_40,Yes,strongly_liberal,-1
e9500a7bd1234a88_52,Yes,moderate,0
3c029c435ecf5ad4_20,Yes,moderate,0
b76d672139a33d8e_20,Yes,moderately_conservative,1
fdef727d527cb775_103,Yes,moderately_conservative,1
b76d672139a33d8e_12,Yes,slightly_conservative,1
89be55b9b76eeb31_39,Yes,slightly_conservative,1
e9500a7bd1234a88_93,No,,
8ebded8752d0e64d_5,Yes,moderate,0
0ae4d6931fc7e81b_11,Yes,moderate,0
89be55b9b76eeb31_19,Yes,moderately_conservative,1
3c029c435ecf5ad4_31,Yes,slightly_conservative,1
e9500a7bd1234a88_101,Yes,moderate,0
37e75a5d9a19738b_40,Yes,moderately_conservative,1
8de8cdfa8632b717_23,Yes,moderate,0
d56f55761e3d8308_39,Yes,moderately_conservative,1
37e75a5d9a19738b_82,Yes,strongly_conservative,1
89be55b9b76eeb31_4,Yes,moderately_conservative,1
d56f55761e3d8308_13,Yes,moderately_conservative,1
e9500a7bd1234a88_88,Yes,moderately_conservative,1
a35936eb4f8b37db_44,Yes,strongly_conservative,1
fdef727d527cb775_76,Yes,moderate,0
37e75a5d9a19738b_8,Yes,moderate,0
fdef727d527cb775_102,Yes,strongly_conservative,1
8ebded8752d0e64d_12,Yes,moderately_conservative,1
8de8cdfa8632b717_29,Yes,strongly_conservative,1
fdef727d527cb775_82,Yes,strongly_conservative,1
b76d672139a33d8e_37,Yes,strongly_conservative,1
8de8cdfa8632b717_99,Yes,moderate,0
37e75a5d9a19738b_125,No,,
e9500a7bd1234a88_28,Yes,strongly_conservative,1
89be55b9b76eeb31_84,Yes,slightly_liberal,-1
8de8cdfa8632b717_7,Yes,moderate,0
fdef727d527cb775_121,Yes,strongly_conservative,1
89be55b9b76eeb31_13,Yes,moderately_conservative,1
fdef727d527cb775_130,Yes,moderate,0
3c029c435ecf5ad4_2,Yes,strongly_conservative,1
37e75a5d9a19738b_93,Yes,strongly_conservative,1
89be55b9b76eeb31_12,Yes,moderate,0
37e75a5d9a19738b_62,No,,
fdef727d527cb775_29,Yes,slightly_conservative,1
b76d672139a33d8e_123,Yes,moderately_conservative,1
d56f55761e3d8308_27,Yes,strongly_conservative,1
a35936eb4f8b37db_133,Yes,moderate,0
e9500a7bd1234a88_45,Yes,moderate,0
b76d672139a33d8e_80,Yes,moderate,0
e9500a7bd1234a88_40,Yes,moderately_conservative,1
0ae4d6931fc7e81b_101,No,,
8de8cdfa8632b717_132,Yes,slightly_conservative,1
89be55b9b76eeb31_1,Yes,strongly_conservative,1
0ae4d6931fc7e81b_92,No,,
3c029c435ecf5ad4_39,Yes,moderate,0
37e75a5d9a19738b_127,Yes,moderately_conservative,1
a35936eb4f8b37db_140,Yes,moderate,0
a35936eb4f8b37db_40,Yes,strongly_conservative,1
e9500a7bd1234a88_155,Yes,moderate,0
e9500a7bd1234a88_61,Yes,moderate,0
b76d672139a33d8e_70,Yes,moderately_conservative,1
8de8cdfa8632b717_46,Yes,moderately_conservative,1
a35936eb4f8b37db_77,Yes,moderate,0
b76d672139a33d8e_34,Yes,strongly_conservative,1
fdef727d527cb775_13,Yes,strongly_conservative,1
e9500a7bd1234a88_17,Yes,strongly_conservative,1
a35936eb4f8b37db_10,Yes,moderately_conservative,1
fdef727d527cb775_8,Yes,strongly_conservative,1
37e75a5d9a19738b_43,Yes,strongly_conservative,1
e9500a7bd1234a88_54,Yes,strongly_conservative,1
e9500a7bd1234a88_104,No,,
37e75a5d9a19738b_4,Yes,moderate,0
8de8cdfa8632b717_9,Yes,moderate,0
0ae4d6931fc7e81b_187,No,,
0ae4d6931fc7e81b_100,Yes,strongly_conservative,1
37e75a5d9a19738b_47,Yes,strongly_conservative,1
0ae4d6931fc7e81b_201,No,,
37e75a5d9a19738b_63,Yes,slightly_conservative,1
b76d672139a33d8e_19,Yes,moderate,0
e9500a7bd1234a88_48,Yes,moderate,0
0ae4d6931fc7e81b_181,Yes,moderate,0
b76d672139a33d8e_131,Yes,moderately_conservative,1
e9500a7bd1234a88_31,Yes,moderate,0
d56f55761e3d8308_56,Yes,moderately_conservative,1
0ae4d6931fc7e81b_198,No,,
e9500a7bd1234a88_133,Yes,moderately_conservative,1
e9500a7bd1234a88_152,Yes,moderate,0
fdef727d527cb775_107,No,,
89be55b9b76eeb31_17,Yes,moderately_conservative,1
e9500a7bd1234a88_66,Yes,moderate,0
d56f55761e3d8308_0,Yes,moderate,0
0ae4d6931fc7e81b_167,Yes,strongly_conservative,1
37e75a5d9a19738b_6,Yes,moderately_conservative,1
a35936eb4f8b37db_128,Yes,strongly_conservative,1
b76d672139a33d8e_53,Yes,moderately_conservative,1
89be55b9b76eeb31_76,Yes,moderately_conservative,1
1935beb2b582c080_13,Yes,slightly_liberal,-1
f368d4fcb8405ca7_96,Yes,slightly_liberal,-1
910de6ee252221b8_72,No,,
be476f7850d7f9c8_2,Yes,slightly_liberal,-1
be476f7850d7f9c8_1,No,,
1ce19c2ef5630b86_2,Yes,moderate,0
3782ee1cafe9533b_94,No,,
ced71420e7f8608a_36,Yes,strongly_liberal,-1
910de6ee252221b8_35,No,,
660a411c96f832d1_43,Yes,strongly_liberal,-1
071d93e3b05cbc0d_45,Yes,moderate,0
ced71420e7f8608a_7,Yes,strongly_liberal,-1
071d93e3b05cbc0d_55,Yes,moderate,0
f368d4fcb8405ca7_86,Yes,strongly_liberal,-1
c6f49b1956b88533_58,Yes,moderate,0
be476f7850d7f9c8_26,Yes,moderate,0
3782ee1cafe9533b_56,Yes,slightly_liberal,-1
f368d4fcb8405ca7_95,Yes,moderately_liberal,-1
c6f49b1956b88533_3,Yes,strongly_liberal,-1
be476f7850d7f9c8_10,Yes,slightly_liberal,-1
910de6ee252221b8_55,Yes,moderately_liberal,-1
f368d4fcb8405ca7_10,Yes,strongly_liberal,-1
660a411c96f832d1_102,No,,
ced71420e7f8608a_72,Yes,moderately_liberal,-1
8610e41f0c339c1f_12,Yes,moderate,0
660a411c96f832d1_49,Yes,moderate,0
c6f49b1956b88533_99,Yes,strongly_liberal,-1
c6f49b1956b88533_84,No,,
910de6ee252221b8_28,Yes,strongly_liberal,-1
660a411c96f832d1_12,Yes,moderate,0
660a411c96f832d1_28,No,,
071d93e3b05cbc0d_42,Yes,slightly_liberal,-1
1ce19c2ef5630b86_19,Yes,moderate,0
660a411c96f832d1_89,Yes,moderate,0
1ce19c2ef5630b86_5,Yes,strongly_liberal,-1
8610e41f0c339c1f_15,Yes,strongly_liberal,-1
660a411c96f832d1_24,Yes,moderate,0
1935beb2b582c080_60,No,,
be476f7850d7f9c8_56,Yes,moderate,0
f368d4fcb8405ca7_14,Yes,slightly_liberal,-1
ced71420e7f8608a_83,Yes,slightly_liberal,-1
660a411c96f832d1_46,Yes,slightly_liberal,-1
1935beb2b582c080_47,Yes,moderate,0
f368d4fcb8405ca7_87,Yes,moderately_liberal,-1
660a411c96f832d1_26,Yes,moderate,0
071d93e3b05cbc0d_2,Yes,moderate,0
888a529215437dcd_49,Yes,moderate,0
1935beb2b582c080_46,Yes,strongly_liberal,-1
071d93e3b05cbc0d_57,Yes,strongly_liberal,-1
660a411c96f832d1_74,No,,
910de6ee252221b8_37,Yes,strongly_liberal,-1
f368d4fcb8405ca7_65,No,,
3782ee1cafe9533b_36,Yes,slightly_liberal,-1
c6f49b1956b88533_97,Yes,strongly_liberal,-1
888a529215437dcd_46,Yes,moderate,0
8610e41f0c339c1f_3,Yes,strongly_liberal,-1
1ce19c2ef5630b86_71,Yes,moderate,0
660a411c96f832d1_18,Yes,moderate,0
f368d4fcb8405ca7_4,Yes,moderate,0
be476f7850d7f9c8_30,Yes,moderately_liberal,-1
1935beb2b582c080_28,Yes,moderate,0
ced71420e7f8608a_60,Yes,moderate,0
f368d4fcb8405ca7_2,Yes,strongly_liberal,-1
660a411c96f832d1_19,No,,
be476f7850d7f9c8_72,Yes,slightly_liberal,-1
3782ee1cafe9533b_54,Yes,slightly_liberal,-1
ced71420e7f8608a_19,Yes,moderate,0
888a529215437dcd_11,Yes,moderate,0
f368d4fcb8405ca7_19,Yes,moderately_liberal,-1
ced71420e7f8608a_82,Yes,strongly_liberal,-1
c6f49b1956b88533_36,Yes,moderate,0
071d93e3b05cbc0d_77,No,,
1ce19c2ef5630b86_23,Yes,moderate,0
ced71420e7f8608a_26,Yes,moderate,0
f368d4fcb8405ca7_46,Yes,strongly_liberal,-1
3782ee1cafe9533b_43,Yes,moderate,0
1ce19c2ef5630b86_35,Yes,moderate,0
3782ee1cafe9533b_19,No,,
be476f7850d7f9c8_7,Yes,moderate,0
660a411c96f832d1_16,Yes,moderate,0
660a411c96f832d1_21,Yes,moderate,0
910de6ee252221b8_22,Yes,strongly_liberal,-1
071d93e3b05cbc0d_63,Yes,moderate,0
ced71420e7f8608a_2,Yes,strongly_liberal,-1
910de6ee252221b8_24,Yes,strongly_liberal,-1
071d93e3b05cbc0d_9,Yes,moderate,0
8610e41f0c339c1f_61,No,,
1ce19c2ef5630b86_9,Yes,moderate,0
c6f49b1956b88533_28,No,,
1935beb2b582c080_19,Yes,moderate,0
f368d4fcb8405ca7_103,Yes,strongly_liberal,-1
910de6ee252221b8_32,Yes,moderate,0
c6f49b1956b88533_91,Yes,strongly_liberal,-1
888a529215437dcd_22,No,,
be476f7850d7f9c8_43,Yes,moderately_conservative,1
3782ee1cafe9533b_41,Yes,moderate,0
8610e41f0c339c1f_52,Yes,strongly_liberal,-1
660a411c96f832d1_55,Yes,moderate,0
910de6ee252221b8_16,Yes,strongly_liberal,-1
be476f7850d7f9c8_29,Yes,moderate,0
9e0f032320e11331_66,Yes,strongly_liberal,-1
b4ed842844ef73ff_18,Yes,strongly_liberal,-1
a68eb8eb8a7e6af2_43,Yes,slightly_liberal,-1
f3e17d615df9cf85_39,Yes,strongly_liberal,-1
7d349ae3b8dfaadf_9,Yes,moderately_liberal,-1
cafaa31e206e710e_46,Yes,strongly_liberal,-1
17df279c5048df19_95,Yes,moderate,0
f3e17d615df9cf85_22,Yes,moderate,0
17df279c5048df19_99,Yes,moderate,0
b4ed842844ef73ff_43,Yes,moderate,0
5efcc5cb3b5b313f_39,Yes,slightly_liberal,-1
b4ed842844ef73ff_7,No,,
7678051b7ef6242b_49,Yes,moderately_liberal,-1
9e0f032320e11331_57,Yes,moderately_liberal,-1
9b33e8c89905bbd6_65,Yes,strongly_liberal,-1
39ac04fe46b7d5a5_35,No,,
7678051b7ef6242b_25,Yes,strongly_liberal,-1
7678051b7ef6242b_63,Yes,slightly_liberal,-1
b4ed842844ef73ff_40,Yes,moderate,0
f3e17d615df9cf85_29,Yes,strongly_liberal,-1
7678051b7ef6242b_22,Yes,strongly_liberal,-1
9e0f032320e11331_89,No,,
39ac04fe46b7d5a5_51,Yes,moderate,0
a68eb8eb8a7e6af2_39,Yes,moderately_conservative,1
39ac04fe46b7d5a5_46,Yes,strongly_liberal,-1
7d349ae3b8dfaadf_41,No,,
cafaa31e206e710e_47,Yes,strongly_liberal,-1
7d349ae3b8dfaadf_47,Yes,strongly_liberal,-1
cafaa31e206e710e_53,Yes,strongly_liberal,-1
9e0f032320e11331_65,Yes,strongly_liberal,-1
a68eb8eb8a7e6af2_19,Yes,moderate,0
f3e17d615df9cf85_35,Yes,moderately_liberal,-1
7678051b7ef6242b_26,Yes,slightly_liberal,-1
